for,clave_de_mapa,numero_historico,proyecto,nombre_analisis,estatus_analisis,gerencia,gerencias_complementaria,responsable_tecnico_y_participantes,tematica_principal_LGAHOTDU,tematicas_secundarias_LGAHOTDU,tipo_analisis,Otros,insumos consultados,Fuente,Tipo de información,estadistica,nota_metodologica,liga_drive,Image id,Ficha,Buscar,color
03-dic-21,I-897.7,1,Atlas de Riesgos,VULNERABILIDAD FÍSICA ANTE INUNDACIONES EN EL MUNICIPIO DE ZAPOPAN,En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Cuauhtémoc Aquiles,PMR,,Diagnóstico,,"Nivel de Vulnerabilidad a inundaciones AMR, 2021
Sitios recurrentes y de monitoreo de inundación,  2021
Límite de microcruenca FIRCO","MUI, 2021
AMR, 2021",Pública,,,https://drive.google.com/file/d/1iy1Aswbiw59CYaEUkePoTYUjyp4oOuEg/view?usp=sharing,,,,
03-dic-21,I-898,1,Atlas de Riesgos,"NIVEL DE RIESGO, RECURRENTES Y DE MONITOREO DE INUNDACIÓN EN EL MUNICIPIO DE ZAPOTLANEJO, 2021",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Cuauhtémoc Aquiles,PMR,,Diagnóstico,,"Nivel de riesgo de inundación AMR, 2021
Sitios recurrentes y de monitoreo de inundación,  2021
Límite de microcruenca FIRCO","MUI, 2021
AMR, 2021",Pública,https://docs.google.com/spreadsheets/d/1-ShmlIo_o5YAmE0irTQ-0zI03LPxc1hY/edit?usp=sharing&ouid=115555841731459112544&rtpof=true&sd=true,https://docs.google.com/document/d/1si96UdvEF1PZEoM5LG-VP2pmuXfyzQVs/edit?usp=sharing&ouid=115555841731459112544&rtpof=true&sd=true,https://drive.google.com/file/d/1Y9tsI4GH7qk4w8gng9N-GnLhnyhbsfHt/view?usp=sharing,,,,
03-dic-21,I-898.1,1,Atlas de Riesgos,"NIVEL DE RIESGOS ANTE INCENDIO FORESTAL EN EL MUNICIPIO DE ZAPOTLANEJO, 2021",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Alicia Guzmán,PMR,,Diagnóstico,,Atlas Metropolitano de Riesgo ante incendio forestal,"AMR, 2021",Pública,https://docs.google.com/spreadsheets/d/1KMhM1ughBdRXsXIrrBU4-Is9FI0CprZe/edit?usp=sharing&ouid=116504468062463992456&rtpof=true&sd=true,https://docs.google.com/document/d/19N5P2YJxraRfTqFzQM9KAQvWfbvCinTi/edit?usp=sharing&ouid=116504468062463992456&rtpof=true&sd=true,https://drive.google.com/file/d/1BU4kDbXG-PrcAVVk1P2UuupzOITS0vB7/view?usp=sharing,,,,
03-dic-21,I-898.2,1,Atlas de Riesgos,"RIESGOS ANTE ONDAS DE FRÍO EN EL MUNICIPIO DE ZAPOTLANEJO, 2021",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Alan Preciado,PMR,,Diagnóstico,,Atlas Metropolitano de Riesgo ante ondas de Frío,"AMR, 2021",Pública,https://docs.google.com/spreadsheets/d/11zE1gbXBWAIWoNTnwWgiwe08YbTyUNRj/edit?usp=sharing&ouid=103436249609413212036&rtpof=true&sd=true,https://docs.google.com/document/d/1wIJDuwmbZY8E20g1ahZjuscQP_PsA37s2dYlF7d_4Fc/edit?usp=sharing,https://drive.google.com/file/d/1ljXgUyjg0ilMlcNvAhAzSVLMBveNRwHX/view?usp=sharing,,,,
06-dic-21,I-898.3,1,Atlas de Riesgos,RIESGOS ANTE INCENDIO FORESTAL EN ZAPOTLANEJO Y SU ÁREA DE ATENCIÓN PRIORITARIA,En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Alicia Guzmán,PMR,,Diagnóstico,,Atlas Metropolitano de Riesgo ante incendio forestal,"AMR, 2021",Pública,https://docs.google.com/spreadsheets/d/16z2rhlQkI74nLU4tBjp108Jrcpzromg_/edit?usp=sharing&ouid=116504468062463992456&rtpof=true&sd=true,https://docs.google.com/document/d/1D4Z5X8BcZ9L8mPk8AgNx3pt6VpKdLikr/edit?usp=sharing&ouid=116504468062463992456&rtpof=true&sd=true,https://drive.google.com/file/d/1kcdG71o9jr8U5C1_96cKZn-K7a6M9Ovj/view?usp=sharing,,,,
06-dic-21,I-898.4,1,Atlas de Riesgos,"NIVEL DE RIESGO, RECURRENTES Y DE MONITOREO DE INUNDACIÓN LOCALIDAD DE SANTA FE, MUNICIPIO DE ZAPOTLANEJO 2021",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,Cuauhtémoc Aquiles,PMR,,Diagnóstico,,Atlas Metropolitano de Riesgo ante incendio forestal,"AMR, 2021",Pública,https://docs.google.com/spreadsheets/d/1KMhM1ughBdRXsXIrrBU4-Is9FI0CprZe/edit?usp=sharing&ouid=116504468062463992456&rtpof=true&sd=true,https://docs.google.com/document/d/1rghFSyNuBot3RXOJ0WofExdp_emGuiSz/edit?usp=sharing&ouid=115555841731459112544&rtpof=true&sd=true,https://drive.google.com/file/d/1-WAJXU-_W6obHvobc7UO9Pvy5-02ok7-/view?usp=sharing,,,,
08-dic-21,I-899.1,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 1 COBERTURA Y DERROTEROS DE LAS RUTAS C64 Y C65 ENTRE CIUDAD GRANJA Y LAS COLONIAS SOLICITANTES,Validado,(GTM) Gerencia Técnica de Movilidad.,,José Luis Plascencia,IVT,,Diagnóstico,,,,,,https://docs.google.com/document/d/1y_Xr5yhlM6KyjxFGCR90N-l0YMt4aTaf/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1xLggpAVGAIC20vD_ueUUAdmkDUsiCUiI/view?usp=sharing,,,,
08-dic-21,I-899.2,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 2.1 ALTERNATIVA DE TRANSPORTE PÚBLICO EN CIRCUNVALACIÓN BELISARIO Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1NoLXGRDUdEfr0Pf_zrZ4xL78vVr_ez2S/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1aACbxB1fcyoQ4V3nsdhIdKF9HYE4aulh/view?usp=sharing,,,,
08-dic-21,I-899.3,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 2.2 ALTERNATIVA DE TRANSPORTE PÚBLICO EN LA ESPERANZA (LA FEDERACHA) Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1np-6uVG1YZD-pxU4hAVLEXttYpIYjRP0/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1T3gNujusZ_Vy4giOtMMkjk4S8AcXhyzb/view?usp=sharing,,,,
08-dic-21,I-899.4,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 2.3 ALTERNATIVA DE TRANSPORTE PÚBLICO EN SAN MARCOS Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1p6knRCC51tG_vHJcjeUEdSTlGGQ43xFJ/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1ZvTfhEMOK_rgYzLNCHWVD9I-RAf7d5Ez/view?usp=sharing,,,,
08-dic-21,I-899.5,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 2.4 ALTERNATIVA DE TRANSPORTE PÚBLICO EN SAN VICENTE Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1qbe82ka21O3YXn2DjGBV1nqporZHLx3U/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1Qipa0qN4wL5eOUBF3L0gVwHED0w5_s3U/view?usp=sharing,,,,
08-dic-21,I-899.6,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 2.5 ALTERNATIVA DE TRANSPORTE PÚBLICO EN SANTA MARÍA Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1GIrBZOEt3TQby1PMm3ENCcjumczVDUtn/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1ChYNWExUfsEm1N1J2vF1gGklWuGcIt8v/view?usp=sharing,,,,
08-dic-21,I-899.7,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 2.6 ALTERNATIVA DE TRANSPORTE PÚBLICO EN VICENTE GUERRERO Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1jUHJFmMTBb6Msxw8Rf002tLSu3xHFuyQ/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1AsB4oFHjD_XrjW4_USm_VnTDMMzpVdNB/view?usp=sharing,,,,
08-dic-21,I-899.8,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 3.1 ALTERNATIVA DE TRANSPORTE PÚBLICO EN CIRCUNVALACIÓN BELISARIO Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/14REhdy8zALmeJR-Vtv8NEzjOKLUU7g79/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/11jIEiDBmN_rr03uXbPsEwYMbDoZ42-2q/view?usp=sharing,,,,
08-dic-21,I-899.9,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 3.2 ALTERNATIVA DE TRANSPORTE PÚBLICO EN LA ESPERANZA (LA FEDERACHA) Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1dpOTexjQLzJBVxMNc3FMi6UcIQ-NjbmM/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1V5m2JL6OQV9QPA_cX5ehn_LocUHghoId/view?usp=sharing,,,,
08-dic-21,I-899.10,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 3.3 ALTERNATIVA DE TRANSPORTE PÚBLICO EN SAN MARCOS Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/12dFjl_jMLMkMShxn2poBzK33krjtM6R_/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1YhExYq4dmXSoUhehbYxpJbJCdn7lhd56/view?usp=sharing,,,,
08-dic-21,I-899.11,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 3.4 ALTERNATIVA DE TRANSPORTE PÚBLICO EN SAN VICENTE Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1oKL4yCjcGtoyhcZZsk6KG90DeAJk91Lk/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1c9E1d3c4VJdks3hnfj6DIBLuj1Y-TbM_/view?usp=sharing,,,,
08-dic-21,I-899.12,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 3.5 ALTERNATIVA DE TRANSPORTE PÚBLICO EN SANTA MARÍA Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1N2CjvtRTvKFz8fnD-WJYlwjdomqEqyS4/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1tzhURuQMAAYDErN1hnqzakVLZ2SMFy-6/view?usp=sharing,,,,
08-dic-21,I-899.13,1,POTmet,ESTUDIO CMET-79 MAPA ANEXO 3.6 ALTERNATIVA DE TRANSPORTE PÚBLICO EN VICENTE GUERRERO Y CIUDAD GRANJA,Validado,,,,,,,,,,,,https://docs.google.com/document/d/1hhARFj4RfPGlHvHNF48u9-0OUZbtVu1f/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1T9jXcKYhIEqbTcUbmryeQzbdSLrRtz6A/view?usp=sharing,,,,
,I-900,,,,,,,,,,,,,,,,,,,,,
15-dic-21,I-901.1,1,POTmet,"ESTUDIO CMET-82 MAPA ANEXO 1 COBERTURA DE TRANSPORTE PÚBLICO EN LAS COLONIAS ECHEVERRÍA, 1 DE MAYO, 5 DE MAYO Y VALENTÍN GOMEZ FARÍAS",En proceso,(GTGIR) Gerencia Técnica de Gestión Integral del Riesgos.,,José Luis Plascencia,IVT,,Diagnóstico,,,,,,https://docs.google.com/document/d/11EbGQfbT4eosiR6zNOdv9DoFhX36uYPb/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1_MPqZykzF8ZZsIbaaVS5d_FdfapGtRIn/view?usp=sharing,,,,
15-dic-21,I-901.2,1,POTmet,ESTUDIO CMET-82 MAPA ANEXO 2 SOLICITUD DE MODIFICACIÓN DE RUTA C118,En proceso,,,,,,,,,,,,https://docs.google.com/document/d/1zRHAh1MCZG0g3rN4jiyV5PjLC4-NjIKn/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1hWnSVWt_unk9m-HQ5oM1hVgel54QnJfJ/view?usp=sharing,,,,
16-dic-21,I-902.1,1,POTmet,ESTUDIO CMET-8096 MAPA ANEXO 1 RECORRIDO DE LA RUTA C74,En proceso,(GTM) Gerencia Técnica de Movilidad.,,José Luis Plascencia,IVT,,Diagnóstico,,,,,,https://docs.google.com/document/d/1MaePFMqHUjnY3aWUikpiDiBdT3tzpLgC/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1ifJV2VnaKwP30yGFZA2Js1auggv3PZo_/view?usp=sharing,,,,
16-dic-21,I-902.2,1,POTmet,ESTUDIO CMET-8096 MAPA ANEXO 2 VIA NUEVA SOLICITADA DE LA RUTA C74,En proceso,,,,,,,,,,,,https://docs.google.com/document/d/1MkDIb0XdZxricH-B-vh_GP-n4xl460mz/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1wLXVAyY5q0-EedGsJRw3j1D7rGqBbmX_/view?usp=sharing,,,,
16-dic-21,I-902.3,1,POTmet,ESTUDIO CMET-8096 MAPA ANEXO 3 COBERTURA DE TRANSPORTE PÚBLICO EN LA ZONA DE LA NUEVA VÍA SOLICITADA,En proceso,,,,,,,,,,,,https://docs.google.com/document/d/1zgdBFRyuMczQRCt-dtz70j3M1ZbbNv9x/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1qUUww85JYBHNB2y-SouE6B5-n8Qc-lBu/view?usp=sharing,,,,
16-dic-21,I-902.4,1,POTmet,ESTUDIO CMET-8096 MAPA ANEXO 4 MODIFICACIÓN SOLICITADA DE LA RUTA C74,En proceso,,,,,,,,,,,,https://docs.google.com/document/d/1jRxIVz4TVB8dMFBZaC1ZvsI0nw4aPS7J/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1zjXFglAG3xekX1m8hhyoJQLbgesif_mJ/view?usp=sharing,,,,
,I-903,,,ESPACIO LIBRE,,,,,,,,,,,,,,,,,,
,I-904,,,ESPACIO LIBRE,,,,,,,,,,,,,,,,,,
,I-905,,,ESPACIO LIBRE,,,,,,,,,,,,,,,,,,
30-nov-21,I-906,1,POTmet,ESTUDIO CMET-78 MAPA ANEXO 1 SOLICITUD DE AMPLIACIÓN DE DERROTERO DE LA RUTA C97 V1,En proceso,(GTM) Gerencia Técnica de Movilidad.,,José Luis Plascencia,IVT,,,,,,,,https://docs.google.com/document/d/104Le4sa8ZXQkuaCIe68p3CXuPOM2U6N2/edit?usp=sharing&ouid=111149401802428697262&rtpof=true&sd=true,https://drive.google.com/file/d/1t8XDXmRHaXksHUQ01d8Y-ewtRmTnAG49/view?usp=sharing,,,,
02-oct-20,I-907,1,POTmet,UBICACIÓN DE PUNTOS DE AFORO Y RUTAS DE TRANSPORTE PÚBLICO DE ESTUDIO,En proceso,(GTM) Gerencia Técnica de Movilidad.,,Jóse Luis Plascencia,IVT,,Diagnóstico,,,,,https://drive.google.com/file/d/1Bm0GiXmUa7DegtT8u7lGPxaEw7vozP-U/view?usp=sharing,https://drive.google.com/file/d/1Vz0hs_NI18sq3v8lk9AgEP-lMaascf2D/view?usp=sharing,https://drive.google.com/file/d/1dft-Cv_TbRVNVzzqo45NZUAuk-Yrp8Ak/view?usp=sharing,,,,
14-oct-20,I-908.1,1,POTmet,MAPA ANEXO 1 ESTATUS DE LOS ESTUDIOS DE TRANSPORTE PÚBLICO PARA DICTAMINACIÓN AL 141020,En proceso,(GTM) Gerencia Técnica de Movilidad.,,Jóse Luis Plascencia,IVT,,Diagnóstico,,,,,https://drive.google.com/file/d/1H5KpP4cW4qZzB3d3LsSdyH3-Ohke7zzC/view?usp=sharing,https://drive.google.com/file/d/14706EhQf0_aE63uFqnhxyFpWgfXBaMGm/view?usp=sharing,https://drive.google.com/file/d/1xYbV3PD9DH5LakJjyBLvnrIpcHsXDurV/view?usp=sharing,,,,
19-oct-20,I-909,1,POTmet,TRAMOS A MEDIR PARA ELABORAR EL INDICADOR DE VELOCIDAD DE VEHÍCULOS DE CARGA,Validado,(GTM) Gerencia Técnica de Movilidad.,,Jóse Luis Plascencia,IVT,,Diagnóstico,,,,,https://drive.google.com/file/d/1Bc6y_wzcUZuQ2wmnLW86n554Van28hkM/view?usp=sharing,https://drive.google.com/file/d/1Yn8AyZitgAbvkvel37YJpiSTGgG5zF4O/view?usp=sharing,https://drive.google.com/file/d/1v6GCD_8gVQ13SRiMyouqtxTVQaI1yLiC/view?usp=sharing,,,,
23-oct-20,910,1,POTmet,PUNTOS DE PARADAS TRABAJADOS PARA EL PROYECTO DE GTFS,En proceso,(GTM) Gerencia Técnica de Movilidad.,,Jonathan Rosas,IVT,,Base,,,,,,,,,,,
29-oct-20,I-911.01,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: ÍNDICE DE ATRACCIÓN DE EQUIPAMIENTOS DE SALUD,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1kibiWxWU5L2up70jIY2HJYD3xLwz2wEV0bJwBRSWkfI/edit?usp=sharing,https://drive.google.com/file/d/1lsxGKDgGWqeD2aXfjGg3y-dVkvwOCSj9/view?usp=sharing,,,,
29-oct-20,I-911.02,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: ÍNDICE DE ATRACCIÓN DE EQUIPAMIENTOS DE SALUD,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1kibiWxWU5L2up70jIY2HJYD3xLwz2wEV0bJwBRSWkfI/edit?usp=sharing,https://drive.google.com/file/d/1lca1M9lK6-f9yNVuuAO_t_fut3lXEtHl/view?usp=sharing,,,,
29-oct-20,I-911.03,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: ÍNDICE DE ATRACCIÓN DE EQUIPAMIENTOS EDUCATIVOS,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1IVTGH9F6Wx_oO7DcZPrV6W3Z4KDkG5WpM9eGmjoK2LU/edit?usp=sharing,https://drive.google.com/file/d/1tFr7_OfUynPHoQ0APe760iopkV9K82hf/view?usp=sharing,,,,
29-oct-20,I-911.04,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: ÍNDICE DE ATRACCIÓN DE EQUIPAMIENTOS EDUCATIVOS,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1IVTGH9F6Wx_oO7DcZPrV6W3Z4KDkG5WpM9eGmjoK2LU/edit?usp=sharing,https://drive.google.com/file/d/1ANXRryaJhx_6beLIA6h4-ni9ijayusTn/view?usp=sharing,,,,
29-oct-20,I-911.05,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: ÍNDICE DE COMUNIDADES CON ALTA CONECTIVIDAD VIAL Y CALLES SIN SALIDA,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/12xXEAdfvkHVWKEDc0M8jq0OWAN1huLDHs1BT43aYfkc/edit?usp=sharing,https://drive.google.com/file/d/1KAcmdnUiGDY0iPiksXdQVsg1rtlWkohN/view?usp=sharing,,,,
29-oct-20,I-911.06,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: ÍNDICE DE COMUNIDADES CON ALTA CONECTIVIDAD VIAL Y CALLES SIN SALIDA,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,IVT,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/12xXEAdfvkHVWKEDc0M8jq0OWAN1huLDHs1BT43aYfkc/edit?usp=sharing,https://drive.google.com/file/d/1dxHUlbW5KVzbcisM_Lv4ZHQOXfxk75ZO/view?usp=sharing,,,,
03-nov-20,I-911.07,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: GRADO PROMEDIO DE ESCOLARIDAD,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1Xdxz6d1vHaFVoeZpYw9TmwbCK9ve32yWjUA7q6CO438/edit?usp=sharing,https://drive.google.com/file/d/1p3Le_j6-tUbMetlkC3McSPuxamSBTprD/view?usp=sharing,,,,
03-nov-20,I-911.08,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: GRADO PROMEDIO DE ESCOLARIDAD,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1Xdxz6d1vHaFVoeZpYw9TmwbCK9ve32yWjUA7q6CO438/edit?usp=sharing,https://drive.google.com/file/d/1aD_LxmpRTIPUaeu8p4Om3URPE_6YXVQ8/view?usp=sharing,,,,
04-nov-20,I-911.09,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PORCENTAJE DE LA POBLACIÓN SIN DERECHOHABIENCIA A LOS SERVICIOS DE SALUD,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/12eFnVB1YDz_Q3QtOHguZD20Ij4-WQPZ8ZVfeCRU7-qQ/edit?usp=sharing,https://drive.google.com/file/d/1wecrxZOHMeZTl8Htb4bvCnr4WHCAdfde/view?usp=sharing,,,,
04-nov-20,I-911.10,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PORCENTAJE DE LA POBLACIÓN SIN DERECHOHABIENCIA A LOS SERVICIOS DE SALUD,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/12eFnVB1YDz_Q3QtOHguZD20Ij4-WQPZ8ZVfeCRU7-qQ/edit?usp=sharing,https://drive.google.com/file/d/1sZ0-ZMNvlU4PEE7hLLIhwsjo05oqoHWW/view?usp=sharing,,,,
04-nov-20,I-911.11,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PORCENTAJE DE LA POBLACIÓN OCUPADA,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/19ItOavSlb2J2BnSaofW8oZcDsia8HmEGajlfJAPbNks/edit?usp=sharing,https://drive.google.com/file/d/1YVKvZ8BxLqRstaK8_d6xFHvTu0vnXef1/view?usp=sharing,,,,
04-nov-20,I-911.12,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PORCENTAJE DE LA POBLACIÓN OCUPADA,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/19ItOavSlb2J2BnSaofW8oZcDsia8HmEGajlfJAPbNks/edit?usp=sharing,https://drive.google.com/file/d/1hmKeuETVqU6VOkeDAH4eP8RakRSYhr_1/view?usp=sharing,,,,
04-nov-20,I-911.13,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PORCENTAJE DE LA POBLACIÓN DESOCUPADA,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1677amYT9GxUULXaDiF6zzkTJjgbZLDBxhlK3uCtBILk/edit?usp=sharing,https://drive.google.com/file/d/1qWAsNupwrvKCjC6LwpmOmlj5UYlQgoXi/view?usp=sharing,,,,
04-nov-20,I-911.14,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PORCENTAJE DE LA POBLACIÓN DESOCUPADA,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1677amYT9GxUULXaDiF6zzkTJjgbZLDBxhlK3uCtBILk/edit?usp=sharing,https://drive.google.com/file/d/1JEQW9DDpNaOBm_Z5DXA6ByzE3bCdoRJi/view?usp=sharing,,,,
05-nov-20,I-911.15,1,POTmet,INDICADORES DE CENTRALIDADES DE IMPULSO: PROMEDIO DE INTERRUPCIONES AL SERVICIO DE AGUA POTABLE,En proceso,(GTOTGS) Gerencia Técnica de Ordenamiento Territorial y Gestión del Suelo.,,Christian Aguilar,POT,,Diagnóstico,,,,,https://drive.google.com/file/d/1wUcOWQHBR5vFARC639byJraVuXh8TVyr/view?usp=sharing,https://docs.google.com/document/d/1WMdsEFU4SoW4NajYOXScVvAf2dxGq0qDigswi33eQGY/edit?usp=sharing,https://drive.google.com/file/d/1nVXM8QiGbzkZX3nXi1SL2ZggrTyuLQtx/view?usp=sharing,,,,
